,prenatal alcohol exposure,disruptive mood dysregulation disorder,incentive delay,functional magnetic resonance imaging,neural mechanism,whole brain analysis,fetal alcohol spectrum disorder,inhibitory control,executive functioning,neural activation,ventral striatum,amygdala connectivity,neck pain,task condition,child friendly,irritability,pregnant sprague dawley,neural response,heavy prenatal alcohol exposure,brain development,neural pattern,gestational day,prenatal e cigarette exposure,cognitive development,whole brain,post traumatic headache,illicit drug,prenatal exposure,early childhood dmdd,prenatal ethanol exposure,low back pain,in hospital cardiac arrest,inertial measurement unit,womens health initiative objective physical activity and cardiovascular health,price driven demand response,oslo sports trauma research center overuse injury questionnaire,physical activity,bone fracture,medical attention,physical injury,low cost,symptom severity,experimental result,wearable sensor,min day,real time,traumatic brain injury,cardiovascular disease,elderly person,systolic blood pressure,long sleep duration,division i,external intercostal muscle,area under the curve,single shot multi box detector ssd model,sleep duration,exercise induced muscle pain,return of spontaneous circulation,field programmable gate array,star excursion balance test,total knee arthroplasty,american community survey,lung cancer,american native hawaiian and pacific islander,hepatocellular carcinoma,colorectal cancer,epigenetic age acceleration,confidence interval,neighborhood socioeconomic status,overall survival,geographically weight regression,dengue virus,incidence rate,white woman,bias reduction through analysis of competing event,ethnic group,posttraumatic stress disorder,mean squared error,non hispanic white,covid 19,interquartile range,age adjusted,public health intervention,community based febrile,american pacific islander,hispanic population,physical function,standardized mortality ratio,surveillance epidemiology and end result,leukocyte telomere length,autism spectrum disorder,caregiver participation engagement,quality of life,research centers in minority institution,care coordination,social worker,evidence based intervention,evidence based,community setting,community based telehealth program,and young adult,training program,health equity,mental health service,evidence based practice,moderate to vigorous pa,society of behavioral medicine,decision making,planned care for obesity and risk reduction,child life and attention skill,social support,limited english proficiency,comprehensive geriatric assessment,existing social support resources captured using a web based tool,acid producing diet,women living with human immunodeficiency virus,circadian light and sleep skills program for shipboard military personnel,parent focused treatment,mental health disorder,pregnancy intention score,early childhood caries,hispanic community health study study of latino,sugar sweetened beverage,dental service,eating disorder,dental caries,hispanic latino youth,hispanics latino,decision making ability,hispanic community health study study,oral health,cross sectional study,oral hygiene status,dental visit,outcome variable,long term care,body dissatisfaction,national health and nutrition examination survey,eating behavior,disorder eating behavior,parenting strategy,risk indicator,oral health related quality of life,health behavior,poisson regression analysis,oral health status,ile ife,food store,positive predictive value,cultural factor,polycystic ovary syndrome,gut microbiome,perfluorooctanesulfonic acid,next generation sequencing,post fertilization,type 2 diabete,microbial,metabolic disease,and tris 4 chlorophenyl methanol,gut microbe,decreased pancreas length and insulin producing islet area in zebrafish embryo,tris 4 chlorophenyl methane,gene expression,mono 2 ethylhexyl phthalate,bacterial,gut microbial,metabolic dysregulation,16s rrna,letrozole treatment,polycystic ovary,built environment,building material,embryonic exposure,surface water,periodontal disease,reproductive aged woman,abundance,insulin resistance,shotgun metagenomic library,compositional datum analysis,mental health,intimate partner violence,sexual minority,sexual orientation,pre exposure prophylaxis,gender sexuality alliance,lesbian gay bisexual transgender and queer,child abuse,sexual and gender minority,binge drinking,sex trade,alcohol use disorder,hiv testing,substance use disorder,gender minority,substance use,women living with hiv,hiv risk,sexual,longitudinal studies of child abuse and neglect,school year,community mobilization,family violence,parent child interaction therapy,national survey of child,lesbian,sexually transmitted infection,protective factor,heterosexual,at risk,general curvilinear coastal ocean model,nf œ b,cellular death and division in these systems cellular apoptosis programmed cell death and mitosis,insulin like growth factor binding protein 5,elevated microsatellite alterations at selected tetranucleotide repeat,ikk2 ikkœ,x ray crystal structure,cell death,biological process,nemo ikkœ,d melanogaster skeletal muscle myosin ii embryonic isoform,finite difference,wound healing,cell migration,portable extensible toolkit for scientific computation,cell type,nuclear factor kappa b kinase subunit beta,large eddy simulation,iœ b kinase,canonical nf œ b,catalytic activity,embryonic isoform,inductively coupled plasma mass spectrometry,nuclear translocation,noncanonical nf œ b signaling pathway,nuclear factor kappa b transcription factor,side effect,aqueous phase transient heat advection,expression level,amino acid,SDSU Health Link Research Cluster 1,SDSU Health Link Research Cluster 2,SDSU Health Link Research Cluster 3,SDSU Health Link Research Cluster 4,SDSU Health Link Research Cluster 5,SDSU Health Link Research Cluster 6,SDSU Health Link Research Cluster 7,SDSU Health Link Research Cluster 8
ventral striatum,0.3823529411764706,0.30363321799307963,0.23615916955017305,0.2249134948096886,0.2249134948096886,0.17993079584775087,0.17993079584775087,0.16868512110726647,0.16493656286043834,0.1461937716262976,0.1461937716262976,0.1461937716262976,0.1461937716262976,0.13494809688581316,0.13494809688581316,0.13494809688581316,0.13494809688581316,0.12370242214532873,0.12370242214532873,0.1124567474048443,0.1124567474048443,0.1124567474048443,0.1124567474048443,0.10121107266435987,0.10121107266435987,0.10121107266435987,0.10121107266435987,0.10121107266435987,0.10121107266435987,0.10121107266435987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amygdala connectivity,0.3823529411764706,0.30363321799307963,0.23615916955017305,0.2249134948096886,0.2249134948096886,0.17993079584775087,0.17993079584775087,0.16868512110726647,0.16493656286043834,0.1461937716262976,0.1461937716262976,0.1461937716262976,0.1461937716262976,0.13494809688581316,0.13494809688581316,0.13494809688581316,0.13494809688581316,0.12370242214532873,0.12370242214532873,0.1124567474048443,0.1124567474048443,0.1124567474048443,0.1124567474048443,0.10121107266435987,0.10121107266435987,0.10121107266435987,0.10121107266435987,0.10121107266435987,0.10121107266435987,0.10121107266435987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neck pain,0.3823529411764706,0.30363321799307963,0.23615916955017305,0.2249134948096886,0.2249134948096886,0.17993079584775087,0.17993079584775087,0.16868512110726647,0.16493656286043834,0.1461937716262976,0.1461937716262976,0.1461937716262976,0.1461937716262976,0.13494809688581316,0.13494809688581316,0.13494809688581316,0.13494809688581316,0.12370242214532873,0.12370242214532873,0.1124567474048443,0.1124567474048443,0.1124567474048443,0.1124567474048443,0.10121107266435987,0.10121107266435987,0.10121107266435987,0.10121107266435987,0.10121107266435987,0.10121107266435987,0.10121107266435987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
task condition,0.3529411764705882,0.2802768166089965,0.2179930795847751,0.20761245674740483,0.20761245674740483,0.1660899653979239,0.1660899653979239,0.15570934256055363,0.1522491349480969,0.13494809688581316,0.13494809688581316,0.13494809688581316,0.13494809688581316,0.12456747404844291,0.12456747404844291,0.12456747404844291,0.12456747404844291,0.11418685121107267,0.11418685121107267,0.10380622837370242,0.10380622837370242,0.10380622837370242,0.10380622837370242,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
child friendly,0.3529411764705882,0.2802768166089965,0.2179930795847751,0.20761245674740483,0.20761245674740483,0.1660899653979239,0.1660899653979239,0.15570934256055363,0.1522491349480969,0.13494809688581316,0.13494809688581316,0.13494809688581316,0.13494809688581316,0.12456747404844291,0.12456747404844291,0.12456747404844291,0.12456747404844291,0.11418685121107267,0.11418685121107267,0.10380622837370242,0.10380622837370242,0.10380622837370242,0.10380622837370242,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
irritability,0.3529411764705882,0.2802768166089965,0.2179930795847751,0.20761245674740483,0.20761245674740483,0.1660899653979239,0.1660899653979239,0.15570934256055363,0.1522491349480969,0.13494809688581316,0.13494809688581316,0.13494809688581316,0.13494809688581316,0.12456747404844291,0.12456747404844291,0.12456747404844291,0.12456747404844291,0.11418685121107267,0.11418685121107267,0.10380622837370242,0.10380622837370242,0.10380622837370242,0.10380622837370242,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pregnant sprague dawley,0.3529411764705882,0.2802768166089965,0.2179930795847751,0.20761245674740483,0.20761245674740483,0.1660899653979239,0.1660899653979239,0.15570934256055363,0.1522491349480969,0.13494809688581316,0.13494809688581316,0.13494809688581316,0.13494809688581316,0.12456747404844291,0.12456747404844291,0.12456747404844291,0.12456747404844291,0.11418685121107267,0.11418685121107267,0.10380622837370242,0.10380622837370242,0.10380622837370242,0.10380622837370242,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.09342560553633218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neural response,0.32352941176470584,0.2569204152249135,0.1998269896193772,0.19031141868512114,0.19031141868512114,0.1522491349480969,0.1522491349480969,0.14273356401384085,0.1395617070357555,0.12370242214532873,0.12370242214532873,0.12370242214532873,0.12370242214532873,0.11418685121107267,0.11418685121107267,0.11418685121107267,0.11418685121107267,0.10467128027681663,0.10467128027681663,0.09515570934256057,0.09515570934256057,0.09515570934256057,0.09515570934256057,0.08564013840830449,0.08564013840830449,0.08564013840830449,0.08564013840830449,0.08564013840830449,0.08564013840830449,0.08564013840830449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heavy prenatal alcohol exposure,0.32352941176470584,0.2569204152249135,0.1998269896193772,0.19031141868512114,0.19031141868512114,0.1522491349480969,0.1522491349480969,0.14273356401384085,0.1395617070357555,0.12370242214532873,0.12370242214532873,0.12370242214532873,0.12370242214532873,0.11418685121107267,0.11418685121107267,0.11418685121107267,0.11418685121107267,0.10467128027681663,0.10467128027681663,0.09515570934256057,0.09515570934256057,0.09515570934256057,0.09515570934256057,0.08564013840830449,0.08564013840830449,0.08564013840830449,0.08564013840830449,0.08564013840830449,0.08564013840830449,0.08564013840830449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brain development,0.29411764705882354,0.23356401384083048,0.18166089965397927,0.1730103806228374,0.1730103806228374,0.13840830449826994,0.13840830449826994,0.12975778546712805,0.12687427912341412,0.1124567474048443,0.1124567474048443,0.1124567474048443,0.1124567474048443,0.10380622837370242,0.10380622837370242,0.10380622837370242,0.10380622837370242,0.09515570934256057,0.09515570934256057,0.0865051903114187,0.0865051903114187,0.0865051903114187,0.0865051903114187,0.07785467128027682,0.07785467128027682,0.07785467128027682,0.07785467128027682,0.07785467128027682,0.07785467128027682,0.07785467128027682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
